Judul,Penulis,Link,Abstrak
Sistem Deteksi Gangguan Spektrum Autisme pada Anak Melalui Metode Facial Landmarks dan Machine Learning pada Citra Respons Emosional.,"Rachmah, Indah Nabila",http://repository.its.ac.id/113008/,"Meskipun prevalensi Autism Spectrum Disorder (ASD) terus meningkat secara global, metode skrining saat ini untuk deteksi dini tetap memakan waktu dan mahal, yang menyoroti kesenjangan penelitian yang kritis. Penelitian ini bertujuan untuk mengembangkan sistem deteksi baru untuk ASD pada anak-anak, memanfaatkan landmark wajah dan metode pembelajaran mesin untuk menganalisis gambar respons emosional. Pendekatan kami melibatkan penangkapan ekspresi wajah spontan menggunakan sensor pencitraan non-invasif, diikuti dengan ekstraksi landmark wajah kunci. Dua model klasifikasi, Support Vector Machine (SVM) dan Convolutional Neural Network (CNN), diimplementasikan untuk menganalisis dan mengklasifikasikan landmark wajah ini. Model SVM mencapai akurasi 92.54%, presisi 93.43%, recall 92.56%, dan skor F1 92.42%, sementara model CNN mencapai akurasi 84.16%, presisi 83.06%, recall 85.83%, dan skor F1 84.42%. Studi ini menunjukkan potensi integrasi teknik pembelajaran mesin lanjutan dengan ekstraksi landmark wajah untuk deteksi dini ASD yang andal dan non-invasi. Kinerja menjanjikan dari model SVM dan CNN menunjukkan bahwa pendekatan kami dapat secara signifikan meningkatkan strategi diagnosis dan intervensi dini untuk anak-anak dengan ASD. Selain itu, penggunaan dataset yang beragam dan real-time serta langkah-langkah pra-pemrosesan yang efektif memastikan akurasi, keandalan, dan generalisasi sistem deteksi ini. Potensi sistem yang diusulkan untuk aplikasi praktis dalam diagnosis dini ASD ditingkatkan oleh integrasi teknik pencitraan non-invasi yang berhasil dan pengembangan GUI yang ramah pengguna, membuka jalan untuk deteksi real-time dan pelaporan otomatis, yang pada akhirnya berkontribusi pada hasil perkembangan yang lebih baik dan kualitas hidup anak-anak yang terkena ASD."
Analisis Hubungan Sentimen Publik di Media Sosial X dan SPI Terhadap Pemerintah Provinsi di Indonesia Menggunakan Algoritma GRU dan LSTM.,"Rafli, Andi Muhammad",http://repository.its.ac.id/111297/,"Media sosial, khususnya Twitter, telah menjadi platform utama bagi masyarakat untuk mengekspresikan pandangan dan opini mereka terhadap berbagai isu, termasuk kinerja pemerintah provinsi di Indonesia. Penelitian ini bertujuan untuk menganalisis sentimen publik di media sosial X (Twitter) terkait pemerintah provinsi dengan menggunakan algoritma Gated Recurrent Unit (GRU) dan Long Short-Term Memory   (LSTM). Tahap pertama penelitian melibatkan pengumpulan dan pra-pemrosesan data teks, termasuk case folding, penghapusan tautan, dan lainnya. Setelah itu, data dilabeli secara manual dan dengan model pra-terlatih IndoBERT untuk klasifikasi ke dalam label positif, negatif, dan netral. Metode oversampling dan parameter tuning diterapkan untuk menghasilkan model LSTM dengan akurasi 0,9313, F1-Score 0,9352, dan loss 0,3269.Analisis topik dengan metode LDA menunjukkan dominasi sentimen negatif pada topik seperti ""Persepsi Publik tentang Program dan Kebijakan Anies Baswedan,"" ""Proyek Infrastruktur dan Pengelolaan Lahan,"" dan ""Kinerja Pemerintah Provinsi dalam Sektor Transportasi."" Ini menunjukkan kecenderungan negatif masyarakat terhadap isu-isu pemerintah provinsi.Penelitian ini juga membandingkan analisis sentimen di lima provinsi dengan hasil Survei Penilaian Integritas (SPI). Perhitungan korelasi Pearson menunjukkan nilai sentimen negatif dan positif terhadap SPI masing-masing sebesar 0,53 dan -0,53. Hasil ini mengindikasikan bahwa tingginya nilai SPI tidak selalu berhubungan langsung dengan tingginya atau rendahnya sentimen positif dan negatif, menunjukkan bahwa faktor lain mungkin mempengaruhi bagaimana masyarakat memandang kinerja pemerintah provinsi.============================================================Social media, especially Twitter, has become a major platform for people to express their views and opinions on various issues, including the performance of provincial governments in Indonesia. This study aims to analyze public sentiment on social media X (Twitter) regarding provincial governments using Gated Recurrent Unit (GRU) and Long Short-Term Memory   (LSTM) algorithms. The first stage of the research involved collecting and preprocessing text data, including case folding, removing links, usernames, punctuation, stopwords, double spaces, duplicate data, emoticons, and tweets with fewer than four words. After that, the data was manually labeled and classified using a pre-trained IndoBERT model into positive, negative, and neutral labels. Data imbalance was addressed using oversampling and parameter tuning methods, resulting in an LSTM model with an accuracy of 0.9313, an F1-Score of 0.9352, and a loss of 0.3269.Topic analysis using the Latent Dirichlet Allocation (LDA) method shows a dominance of negative sentiment on topics such as ""Public Perception of Anies Baswedan's Programs and Policies,"" ""Infrastructure Projects and Land Management by the Provincial Government,"" and ""Public Perception of the Provincial Government's Performance in the Transportation Sector."" This indicates a negative tendency in public sentiment towards provincial government issues.The study also compares sentiment analysis across five provinces with the Integrity Assessment Survey (SPI). Pearson correlation calculations show that the correlations between negative and positive sentiment scores and SPI are 0.53 and -0.53, respectively. This suggests that a high SPI value does not necessarily correlate with high or low positive and negative sentiment, indicating that other factors may influence public perceptions of provincial government performance."
"Tutorial Pemodelan, Perhitungan Volume, dan Biaya Menggunakan Revit 2018.","Rahaditya, Verdi Arya",http://repository.its.ac.id/82609/,"Autodesk Revit adalah software Building Information Modeling (BIM) oleh Autodesk untuk desain arsitektur, struktur serta mekanikal, elektrikal dan plumbing (MEP). Dengan software ini pengguna dapat merancang bangunan dan struktur dengan pemodelan komponen dalam 3D dan sekaligus menyajikan gambar kerja dalam 2D. Data yang digunakan dalam tutorial pemodelan ini adalah data sekunder berupa gambar CAD dengan sumber yang telah dilampirkan. Tugas KP ini memberikan tutorial permodelan untuk komponen struktur sekaligus menghitung Rencana Anggaran Biaya (RAB) secara otomatis. Tujuan dari tugas pengganti KP ini adalah untuk: 1) Memberikan cara pemodelan rumah dua lantai menggunakan Autodesk Revit 2018. 2) Memberikan cara perhitungan volume, dan biaya menggunakan Autodesk Revit 2018. 3) Untuk mengetahui hasil perhitungan biaya total perencanaan rumah dua lantai sederhana yang dihitung menggunakan Autodesk Revit 2018. Tugas pengganti KP diharapkan dapat memberi tutorial mengenai pemodelan dalam Autodesk Revit yang jelas dan mudah dipahami untuk pembaca.=====================================================================================================Autodesk Revit is Autodesk's Building Information Modeling (BIM) software, for architectural, structural, mechanical, electrical and plumbing (MEP) design. With this software users can design buildings and structures with component modeling in 3D and simultaneously present work drawings in 2D. The data used in this modeling tutorial is secondary data in the form of CAD drawings with the attached source. This internship report provides modeling tutorials for structural components as well as calculating the Budget Plan (RAB) automatically. The objectives of this internship report replacement task are to: 1) Provide a two-story house modeling method using Autodesk Revit 2018. 2) Provide a method of calculating volume and costs using Autodesk Revit 2018.3) To find out the results of calculating the total cost of planning a simple two-story house calculated using Autodesk Revit 2018. The task of replacing the internship program is expected to provide a tutorial on modeling in Autodesk Revit that is clear and easy to understand for readers."
Desain Trajektori Kapal Patrol Menggunakan  Deep Reinforcement Learning dalam Operasi  Pengejaran Kapal dengan Losses Data AIS.,"Rahmania, Amanda Caesa",http://repository.its.ac.id/109525/,"Indonesia, sebagai negara kepulauan terbesar, menghadapi tantangan dalam menjaga keamanan maritimnya yang luas. Kehilangan data AIS (Automatic Identification System) pada kapal, seperti yang terjadi di Selat Malaka dan Laut Natuna Utara, mengindikasikan adanya aktivitas ilegal di perairan Indonesia. Penelitian ini bertujuan merancang rute patroli kapal yang optimal menggunakan deep reinforcement learning untuk mengatasi masalah kehilangan data AIS dengan mempertimbangkan faktor lingkungan kapal. Data kapal yang diteliti berada di Selat Malaka terutama Pulau Bengkalis, dengan spesifikasi kapal patrol yaitu KN Ular Laut 406. Penelitian ini dimulai dengan mendeteksi kapal yang mengalami kehilangan data selama lebih dari 1 jam, kemudian dilajutkan dengan deteksi tindakan illegal, setelah mendapatkan data kapal yang mengalami losses data kemudian dilakukan pembuatan trajektori dengan diakhiri dengan pembuatan trajektori dengan berbagai variasi. Hasil dari model yang telah dibuat didapatkan metrik performansi MAE untuk subsistem identifikasi losses data sebesar 0.01312 dan untuk subsistem selektor sebesar 0.12. Pada Deep Reinforcement Learning didapatkan grafik loss dibandingkan dengan 8000episode menunjukkan tren turun dan grafik reward dibandingkan dengan 8000episode menunjukkan tren naik. RMSE juga digunakan untuk perhitungan error dari model visualisasi trajektori dengan nilai terkecil yaitu 0.8104575756222229. Kesimpulan dari penelitian ini antara lain, metode DRL dapat dijadikan sebagai metode dalam pembuatan trajektori kapal patrol, dan model yang digunakan memunculkan grafik loss function dengan tren naik dan reward dengan tren turun maka dapat dikatakan bahwa model bagus.============================================================================================================================================Indonesia, as the largest archipelagic country, faces challenges in maintaining the security of its vast maritime territory. The loss of AIS (Automatic Identification System) data on ships, as observed in the Malacca Strait and the North Natuna Sea, indicates illegal activities in Indonesian waters. This research aims to design an optimal patrol route for ships using deep reinforcement learning to address the problem of AIS data loss and accelerate the capture of illegal vessels by considering the ship's environmental factors. The studied ship data is from the Malacca Strait, particularly around Bengkalis Island, with the patrol vessel specifications being KN Ular Laut 406. The research begins by detecting ships that have experienced data loss for more than 1 hour, followed by the detection of illegal activities. After obtaining data on ships experiencing data loss, trajectory planning is carried out, concluding with the creation of various trajectory variations. The performance metrics of the developed model showed a Mean Absolute Error (MAE) of 0.04 for the data loss identification subsystem and 0.12 for the selector subsystem. In the Deep Reinforcement Learning model, the loss graph over 8000 episodes showed a downward trend, and the reward graph over 8000 episodes showed an upward trend, indicating that the deep reinforcement learning model developed is effective. RMSE was also used to calculate the error of the trajectory visualization model, with the smallest value being 0.8104575756222229."
Klasifikasi Gerakan Pencak Silat Menggunakan Convolutional Neural Network Berbasis Body Pose.,"Rahmawati, Vira Nur",http://repository.its.ac.id/99417/,"Pencak silat selain bermanfaat untuk perlindungan diri, juga memiliki banyak manfaat lainnya, seperti meningkatkan kekuatan fisik, menjaga postur tubuh, dan menjaga kesehatan jantung. Karena pandemi yang belakangan terjadi ini, latihan pencak silat sulit dilakukan secara bersama-sama. Selain itu, jika ada materi pelajaran pencak silat di sekolah, guru olahraga kesulitan untuk mengajarkan gerak secara langsung. Tetapi latihan pencak silat yang dilakukan sendiri tanpa pelatih dapat menyebabkan cedera jika gerakannya tidak benar. Oleh karena itu, penelitian ini membangun sistem pengenalan gerakan pencak silat. Sistem dibangun menggunakan metode CNN berbasis bodypose. Bodypose extraction digunakan untuk mendeteksi keypoint tubuh manusia, kemudian keypoint tersebut digunakan sebagai fitur input ke CNN untuk mengenali gerakan pada setiap frame. Sistem ini menggunakan CNN karena membutuhkan parameter yang lebih sedikit dan daya komputasi yang lebih sedikit sehingga dapat lebih mudah diterapkan untuk studi selanjutnya. Akurasi yang diperoleh mencapai 77% saat diuji pada data yang belum pernah digunakan. Model ini dapat digunakan sebagai titik awal untuk membuat sistem yang mudah digunakan untuk membantu orang berlatih pencak silat dengan gerakan yang lebih banyak.================================================================================================================================Pencak silat, besides from being useful for self-protection, also has many other benefits, such as increasing physical strength, maintaining posture, and maintaining heart health. Due to the recent pandemic, practicing pencak silat is difficult to do together. Even when there is study material on pencak silat at school, it is difficult for the sports teacher to teach the movements directly. Pencak silat exercises that are practiced alone without a coach can cause injury if the movements are not correct. Therefore, this study builds a system to recognize pencak silat movements. The system was built using the bodypose-based CNN method. Bodypose estimation is used to detect human body keypoints, then these keypoints are used as a feature for input to CNN to recognize movement in each frame. This system uses CNN because it requires fewer parameters and less computing power so that it can be more easily applied for further studies. The accuracy obtained reaches 77% when tested on data that has never been used. This model can be used as a starting point for creating an easy-to-use system to help people practice pencak silat with more recognizable moves."
Integrasi Data Multisensor Untuk Peningkatan Lokalisasi Pada Navigasi Mobile Robot Menggunakan Extended Kalman Filter.,"Ramadhan, Fadhly",http://repository.its.ac.id/117061/,"Sistem navigasi robot tidak terlepas dari penggunaan sensor yang digunakan sebagai masukan untuk menentukan persepsi robot baik secara internal maupun eksternal. Setiap sensor memiliki kelebihan dan kekurangannya masing – masing, seperti penggunaan sensor INS menawarkan keunggulan dalam menyediakan data posisi dan orientasi dengan laju tinggi, sementara rotary encoder menyediakan data posisi yang lebih akurat namun rotary encoder yangsensitif terhadap slip. Mengandalkan satu jenis sensor sering kali tidak cukup untuk mencapai estimasi posisi yang akurat dan andal, terutama dalam lingkungan yang kompleks dan dinamis. Kombinasi kedua sistem ini melalui EKF memungkinkan pemanfaatan keunggulan masing-masing sistem, menghasilkan data navigasi yang lebih stabil dan akurat. Dalam penelitian ini, Sensor yang digunakan meliputi Inertial Measurement Unit (IMU) untuk memperoleh orientasi, Rotary Encoder untuk posisi translasi, dan RPLidar A1 untuk deteksi lingkungan. Proses integrasi data melibatkan mekanisasi IMU, filtering menggunakan Kalman Filter, dan pemetaan lingkungan SLAM. Mobile robot yang digunakan memiliki konfigurasi roda omni-directional 4WD yang memungkinkan gerakan bebas dalam ruang dua dimensi. Hasil pengujian menunjukkan bahwa integrasi multisensor dengan EKF signifikan meningkatkan akurasi estimasi posisi dan orientasi dibandingkan metode sensor tunggal.====================================================================================================================================The robot navigation system cannot be separated from the use of sensors which are used as input to determine the robot's perception both internally and externally. Each sensor has its own advantages and disadvantages, such as the use of the INS sensor offers the advantage of providing position and orientation data at a high rate, while the rotary encoder provides more accurate position data but the rotary encoder is sensitive to slip. Relying on one type of sensor is often insufficient to achieve accurate and reliable position estimation, especially in complex and dynamic environments. The combination of these two systems via EKF allows exploiting the advantages of each system, producing more stable and accurate navigation data. In this research, the sensors used include the Inertial Measurement Unit (IMU) to obtain orientation, the Rotary Encoder for translation position, and the RPLidar A1 for environmental detection. The data integration process involves IMU mechanization, filtering using the Kalman Filter, and SLAM environment mapping. The mobile robot used has a 4WD omni-directional wheel configuration which allows free movement in two-dimensional space. Test results show that multisensor integration with EKF significantly increases the accuracy of position and orientation estimation compared to single sensor methods."
Prototipe Sistem Deteksi Maling Menggunakan Wi-Fi Based Secure Indoor Positioning System.,"Ramadhan, Naufal",http://repository.its.ac.id/106170/,"Sistem pemosisian dalam ruangan sudah mulai berkembang dalam beberapa tahun belakangan ini. Berbeda dengan sistem pemosisian yang sudah sangat dikenal oleh masyarakat yakni Global Positioning System (GPS), pada penelitian kali ini akan berfokus melakukan pemosisian di dalam ruangan atau biasa disebut dengan Indoor Positioning System (IPS). Indoor Positiong System (IPS) pada era digitalisasi sangat berpengaruh mengingat seluruh perkembangan infrastruktur sangat maju serta dengan sektor digitalisasi. Pada perkembangan di banyak sektor ini pula maka akan menimbulkan banyak masalah baru seperti contohnya apabila terdapat gedung pencakar langit maka terdapat banyak halangan atau masalah untuk memastikan lokasi dari orang atau pun benda. Masalah tidak berhenti sampai disitu, dimana ancaman juga dapat datang dari manusia baik masuk melalui sistem maupun secara fisik. Pada penelitian kali ini akan digunakan untuk mencari tau perbandingan model terbaik berdasarkan dataset yang sudah ada dengan dataset yang diambil secara langsung dalam salah satu ruangan yang dianggap steril. Kemudian dibandingkan menggunakan beberapa algoritma machine learning sebagai bahan perbandingan algoritma mana yang memiliki akurasi terbaik. Serta dibuat salah satu ujicoba metode serangan yang kemudian dibuat model yang robust. Kemudian dari perbandingan tersebut akan dipilih salah satu model dari dataset yang memiliki akurasi terbaik untuk dibuat prototipe sistem deteksi dimana apabila terdeteksi sebuah anomali di dalam model maka akan mengirimkan pesan warning melalui email dengan harapan sistem ini dapat berguna di ruang atau tempat restricted. Penelitian ini memanfaatkan dataset berbentuk Channel State Information (CSI). Dari beberapa model yang diuji diperoleh akurasi senilai 74,02% menggunakan algoritma random forest. Dimana implementasi serangan menggunakan Decision Tree Attack berhasil dilakukan hingga akurasi turun di angka 52%. Uji coba penerapan metode pertahanan menggunakan featuresqueezing berhasil membuat model lebig tahan dibuktikan dengan akurasi menjadi 68%. Serta implementasi Anomaly Detector dapat mengirimkan pesan bahaya melalui email.=================================================================================================================================Indoor positioning systems have begun to develop in recent years. Different from the positioning system that is well known to the public, namely the Global Positioning System (GPS), this research will focus on indoor positioning or what is usually called the Indoor Positioning System (IPS). The Indoor Positioning System (IPS) in the digitalization era is very influential considering that all infrastructure developments are very advanced as well as the digitalization sector. Development in many of these sectors will also give rise to many new problems, for example if there are skyscrapers then there will be many obstacles or problems in determining the location of people or objects. The problem doesn't stop there, where threats can also come from humans, either through the system or physically. In this research, it will be used to find out the comparison of the best model based on an existing dataset with a dataset taken directly in a room that is considered sterile. Then it is compared using several machine learning algorithms as a comparison which algorithm has the best accuracy. And a test method of attack was made which was then made into a sturdy model. Then, from this comparison, one of the models from the dataset that has the best accuracy will be selected to create a detection system prototype, where if an anomaly is detected in the model, it will send a warning message via email in the hope that this system can be useful in limited spaces or places. This research utilizes a dataset in the form of Channel State Information (CSI). Several models tested obtained an accuracy of 74.02% using the random forest algorithm. Where the implementation of the attack using Decision Tree Attack was successfully carried out until the accuracy fell to 52%. The trial application of the maintenance method using featurequeezing succeeded in making the model more durable, proven by an accuracy of 68%. And the Anomaly Detector implementation can send danger messages via email."
Analisis Gangguan (Noise) Heart Rate Sensor Pada Wearable Device Berdasarkan Artefak Tangan Menggunakan Polar Oh1.,"Ramadhan, Rizqi",http://repository.its.ac.id/110335/,"Penelitian ini bertujuan untuk mengidentifikasi dan menganalisis tingkat noise yang dihasilkan oleh perangkat wearable OH1 selama berbagai gerakan tangan, yang dapat mempengaruhi keakuratan pengukuran detak jantung (HR). Masalah umum yang dihadapi adalah ketidakakuratan data HR yang disebabkan oleh noise saat perangkat digunakan selama aktivitas fisik. Masalah khususnya adalah menentukan gerakan tangan mana yang menghasilkan noise tertinggi dan terendah, serta bagaimana variabilitas data BPM dalam kondisi gerakan tangan yang berbeda-beda. Untuk mengatasi masalah ini, penelitian ini mengumpulkan data HR dari 10 jenis gerakan tangan, yaitu Menekan Tangan Lurus, Horizontal Shoulder Extension, Siku ke Hidung, Menyentuh Bahu, Mengangkat Bahu 90°, Supinate, Pronate, Melenturkan Bahu 180°, Tangan ke Dahi, dan Siku Menekuk 90°. Data tersebut kemudian dianalisis menggunakan metode Support Vector Machine (SVM) untuk mengklasifikasikan tingkat noise yang dihasilkan oleh setiap gerakan.Dengan meenggunakan 11 partisipan yang dalam kondisi sehat. Hasil analisis menunjukkan bahwa gerakan Melenturkan Bahu 180° menghasilkan tingkat noise tertinggi, sementara gerakan Siku Menekuk 90° menghasilkan noise terendah. Variabilitas data BPM menunjukkan perbedaan signifikan dalam stabilitas pengukuran HR yang dipengaruhi oleh jenis gerakan tangan. Dengan menggunakan metode SVM, akurasi klasifikasi mencapai 67%, yang menunjukkan efektivitas metode ini dalam mengidentifikasi dan mengklasifikasikan noise dari berbagai gerakan tangan. Kesimpulannya, penelitian ini memberikan wawasan penting tentang pengaruh gerakan tangan terhadap akurasi pengukuran HR oleh perangkat wearable OH1. Dengan mengetahui gerakan yang menghasilkan noise tinggi, pengguna dapat menghindari gerakan tersebut untuk memperoleh data HR yang lebih akurat dan andal.=================================================================================================================================This study aims to identify and analyze the level of noise produced by the OH1 wearable device during various hand movements, which can affect the accuracy of heart rate (HR) measurements. The general issue addressed is the inaccuracy of HR data caused by noise when the device is used during physical activities. The specific issues include determining which hand movements produce the highest and lowest noise levels and understanding the variability of BPM data under different hand movement conditions. To address these issues, HR data was collected from 10 types of hand movements, including Pressing Straight Hand, Horizontal Shoulder Extension, Elbow to Nose, Touching Shoulder, Lifting Shoulder 90°, Supinate, Pronate, Shoulder Flexion 180°, Hand to Forehead, and Elbow Bent 90°. The data was analyzed using the Support Vector Machine (SVM) method to classify the noise levels generated by each movement. The study involved 11 healthy participants. The analysis results show that the Shoulder Flexion 180° movement produces the highest noise level, while the Elbow Bent 90° movement produces the lowest noise. The variability in BPM data indicates significant differences in the stability of HR measurements influenced by the type of hand movement. Using the SVM method, the classification accuracy reached 67%, demonstrating the effectiveness of this method in identifying and classifying noise from various hand movements. In conclusion, this study provides important insights into the impact of hand movements on the accuracy of HR measurements by the OH1 wearable device. By identifying movements that generate high noise levels, users can avoid these movements to obtain more accurate and reliable HR data."
Peringkasan Pertanyaan Stack Overflow Pada Atribut Kualitas Perangkat Lunak Menggunakan Teknik Penggalian Informasi Dan Klasifikasi Support Vector Machine (SVM).,"Rausanfita, Alqis",http://repository.its.ac.id/92791/,"Stack Overflow merupakan forum diskusi informal yang dapat menjadi bahan untuk evaluasi kualitas suatu perangkat lunak dengan cara penambangan teks. Evaluasi dapat dilakukan dengan menggunakan hasil peringkasan pertanyaan pada Stack Overflow, peringkasan tersebut dapat mengandung persyaratan kebutuhan pelanggan yang dapat dilakukan pemrosesan lebih lanjut. Selain itu, developer juga dapat mengelompokkan kendala yang dialami pengguna berdasarkan kualitas perangkat lunak sehingga dapat memudahkan dalam melakukan maintenance. Metode peringkasan sebelumnya menggunakan 2 jenis bobot, yang mana antara frasa pada sub aspek dengan frasa pada extend domain memiliki bobot yang sama, seharusnya bobot  sub domain lebih besar daripada frasa hasil extend.  Oleh karena itu penelitian ini bertujuan untuk meringkas kebutuhan pengguna pada atribut kualitas perangkat lunak dengan menggunakan informasi retrieval dan klasifikasi kualitas perangkat lunak sehingga diharapkan dapat membantu developer dalam mengevaluasi kualitas perangkat lunak secara otomatis. Ada beberapa tahapan yang dilakukan, yaitu: melakukan klasifikasi. Kemudian hasil klasifikasi tiap atribut kualitas dilakukan peringkasan. Pada penelitian ini, didapatkan hasil akurasi terbaikk dengan menggunakan metode SVM dengan nilai akurasi sebesar 86,63 persen. Hasil akurasi terbaik ini didapatkan dengan membandingkan 5 metode lainnya, yaitu Random Forest, Decision Tree, Logistic Regression, Naïve Bayes, dan Neural Network. Setelah didapatkan hasil klasifikasi kemudian dilakukan proses peringkasan dan mendapatkan nilai akurasi sebesar 73,08 persen. Hal tersebut mengindikasikan bahwa penelitian ini cukup baik dalam menghasilkan ringkasan kebutuhan pengguna pada atribut kualitas perangkat lunak dengan menggunakan information retrieval dan klasifikasi kualitas perangkat lunak. ================================================================================================Stack Overflow is an informal discussion platform that can be used as source for quality evaluation of a software through text mining. Evaluation can be done using the results of the questions summary on the Stack Overflow, the summary can contain the requirements of customer needs that can be processed further. Besides, developer can also group the constraints experienced by users based on the quality of the software so that it can be easier to carry out maintenance. The previous summary method used 2 types of weights with the phrases in the sub-aspects and the phrases in the extend domain had the same weight, in which sub domain should be larger than the extended result phrase. Therefore, this study aims to summarize the user needs on software quality by using retrieval information and software quality classification so that it can help developers in evaluating the software quality automatically. There are several stages that carried out, the first one is classifying. Then the results of the classification of each quality attribute are summarized. In this study, the best accuracy result was obtained using the SVM method with the accuracy value of 86.63 percent. The best accuracy results is obtained by comparing 5 other methods, that are Random Forest, Decision Tree, Logistic Regression, Naïve Bayes, and Neural Network. After obtaining the classification, a summary process was carried out and obtained the accuracy value of 73.08 percent. This indicates that this research is quite good at producing a summary of user needs on software quality attributes using information retrieval and classification of software quality."
Prediksi Curah Hujan Memanfaatkan Statistical Downscaling Data Global Forecast System Menggunakan Support Vector Regression dan Long Short-Term Memory Sebagai Penunjang Keputusan Top Management.,"Rohman, Priya Setiawan A.",http://repository.its.ac.id/116288/,"Wilayah Sungai (WS) Brantas sering mengalami kejadian banjir akibat dari curah hujan yang tinggi, sehingga diperlukan prediksi cuaca yang akurat untuk mendukung keputusan manajemen dalam mitigasi banjir. Data Global Forecast System (GFS) digunakan dalam memprediksi cuaca khususnya prediksi curah hujan, namun resolusinya yang rendah tidak cukup memadai untuk skala lokal di WS Brantas. Masalah yang dihadapi adalah bagaimana cara untuk meningkatkan ketepatan prediksi curah hujan dengan mengintegrasikan data GFS yang memiliki resolusi rendah dengan data curah hujan lokal. Penelitian ini bertujuan untuk meningkatkan akurasi prediksi curah hujan di WS Brantas dengan teknik Statistical downscaling menggunakan metode Support Vector Regression (SVR) yang baik dalam menangani data non-linear dan Long Short-Term Memory (LSTM), sebuah jenis jaringan saraf tiruan yang dapat menangkap hubungan temporal dalam data deret waktu. Data yang diperlukan adalah prediksi curah hujan dari GFS dan data curah hujan lokal hasil pengukuran di WS Brantas. Hasil penelitian menunjukkan bahwa tingkat akurasi prediksi dengan SVR dan LSTM lebih tinggi daripada akurasi data prediksi GFS, sehingga dapat diusulkan untuk diimplementasikan sebagai data penunjang top management.==================================================================================================================================The Brantas River Basin (Brantas RB) often experiences flooding events due to high rainfall, so accurate weather predictions are needed to support management decisions in flood mitigation. Global Forecast System (GFS) data is used in predicting weather, especially rainfall prediction, but its low resolution is not sufficient for the local scale in the Brantas RB. The problem faced is how to improve the accuracy of rainfall prediction by integrating low-resolution GFS data with local rainfall data. This study aims to improve the accuracy of rainfall prediction in Brantas RB with statistical downscaling technique using Support Vector Regression (SVR) method which is good in handling non-linear data and Long Short-Term Memory (LSTM), a type of artificial neural network that can capture temporal relationships in time series data. The data required are rainfall predictions from GFS and local rainfall data measured in Brantas RB. The results show that the accuracy of prediction with SVR and LSTM is higher than the accuracy of GFS prediction data, so it can be proposed to be implemented as top management support data."
Perencanaan Model Distribusi Bahan Baku Baterai Kendaraan Listrik.,"Roihan, Imam Farhannabil",http://repository.its.ac.id/106836/,"Pemerintah Republik Indonesia telah melarang ekspor bijih nikel agar bijih nikel diolah lebih  lanjut di dalam negeri. Kebijakan ini guna meningkatkan nilai tambah dari ekspor nikel  Indonesia. Nikel merupakan salah satu mineral yang melimpah di Indonesia dan merupakan  salah satu bahan baku utama dalam memproduksi baterai kendaraan listrik di samping bahan  baku lainnya seperti mangan, kobalt, dan litium. Indonesia memiliki peluang untuk menjadi  lokasi produksi baterai kendaraan listrik. Untuk menjadi produsen baterai kendaraan listrik,  Indonesia harus membangun industri produksi baterai kendaraan listrik di dalam negeri serta  ngimpor bahan baku lainnya yang tidak melimpah di Indonesia. Industri baterai kendaraan  listrik merupakan industri yang masih tergolong baru di Indonesi sehingga penelitian ini adalah  untuk mencari model distribusi bahan baku baterai kendaraan listrik yang optimum  menggunakan metode optimisasi. Optimisasi dilakukan dengan membagi model distribusi  menjadi beberapa skenario berdasarkan model transportasi laut yang digunakan. Transportasi  laut yang terpilih akan mempengaruhi model distribusi secara keseluruhan. Model distribusi  yang terpilih didapatkan unit cost distribusi bijih nikel Rp22.205/ton, nikel sulfat  Rp2.751.791/ton, kobalt sulfat Rp2.751.791/ton, litium hidroksida Rp1.253.788/ton, mangan  sulfat Rp1.253.788/ton, dan katoda Rp878.723/ton==================================================================================================================================The Government of the Republic of Indonesia has banned the export of nickel ore so that nickel ore can be further processed domestically. This policy is to increase the added value of Indonesian nickel exports. Nickel is one of the minerals that is abundant in Indonesia and is one of the main raw materials for producing electric vehicle batteries alongside other raw materials such as manganese, cobalt and lithium. Indonesia has the opportunity to become a production location for electric vehicle batteries. To become an electric vehicle battery producer, Indonesia must build a domestic electric vehicle battery production industry and import other raw materials that are not abundant in Indonesia. The electric vehicle battery industry is an industry that is still relatively new in Indonesia, so this research is to find an optimum distribution model for electric vehicle battery raw materials using optimization methods. Optimization is carried out by dividing the distribution model into several scenarios based on the sea transportation model used. The selected sea transportation will influence the overall distribution model. The selected distribution model obtained unit distribution costs for nickel ore IDR 22,205/ton, nickel sulfate IDR 2,751,791/ton, cobalt sulfate IDR 2,751,791/ton, lithium hydroxide IDR 1,253,788/ton, manganese sulfate IDR 1,253,788/ton, and cathode IDR 878,723/ton"
